,neighbourhood,longitude,room_type,minimum_nights,calculated_host_listings_count,availability_365,price
85,71.0,-74.00779,1.0,-0.233712049455956,-0.1890263501778804,-0.8483669252650407,400
86,6.0,-73.94872,1.0,-0.233712049455956,-0.1890263501778804,-0.6348746622558452,100
87,6.0,-73.94709,0.0,-0.29349376196389787,-0.04014834727015449,0.2953416265699348,81
88,30.0,-73.9402,0.0,-0.233712049455956,-0.1890263501778804,-0.8331174779072409,60
89,30.0,-73.93706,1.0,0.005414800575811527,-0.1890263501778804,-0.8483669252650407,95
90,11.0,-74.00014,0.0,-0.35327547447183977,-0.1890263501778804,-0.36800933349435094,110
91,53.0,-73.94635,0.0,-0.29349376196389787,-0.09969954843324484,-0.4366318466044495,53
92,42.0,-74.00727,0.0,-0.233712049455956,-0.1890263501778804,-0.4823801886778485,180
93,2.0,-73.95487,0.0,-0.233712049455956,-0.1592507495963352,-0.8483669252650407,30
94,87.0,-73.88705,0.0,0.7825770631790558,-0.1592507495963352,-0.8483669252650407,44
95,20.0,-73.94781,0.0,0.005414800575811527,-0.1890263501778804,-0.8483669252650407,200
96,6.0,-73.94973,1.0,-0.35327547447183977,-0.12947514901479001,-0.8483669252650407,150
97,2.0,-73.94299,0.0,-0.35327547447183977,-0.1890263501778804,-0.8483669252650407,59
98,7.0,-73.99056,0.0,-0.35327547447183977,0.1087296556375714,0.7604497709828247,155
99,1.0,-73.96306,1.0,1.3803941882584747,0.19805645738220692,1.9346572175333996,190
100,23.0,-73.99299,1.0,-0.29349376196389787,-0.1592507495963352,0.41733720543233216,249
101,66.0,-73.98327,0.0,-0.233712049455956,-0.1890263501778804,0.51645861325803,302
102,86.0,-73.92778,1.0,-0.1739303369480141,-0.1890263501778804,-0.8483669252650407,81
103,6.0,-73.93246,0.0,-0.29349376196389787,-0.01037274668860931,-0.3451351624576514,69
104,11.0,-74.00551,1.0,0.18475993809963717,-0.1592507495963352,-0.8483669252650407,220
105,6.0,-73.93109,0.0,1.3803941882584747,0.5851392649422942,1.7821627439554029,42
106,34.0,-73.98254,0.0,-0.35327547447183977,0.2873832591268424,1.8507852570655012,119
107,4.0,-73.93495,1.0,-0.35327547447183977,-0.1890263501778804,-0.2078901362374544,125
108,4.0,-73.93643,0.0,-0.233712049455956,-0.1890263501778804,0.9663173103131203,125
109,55.0,-73.92134,1.0,-0.233712049455956,-0.1890263501778804,1.7821627439554029,125
110,48.0,-73.90861,0.0,-0.233712049455956,-0.1890263501778804,-0.7644949647971424,50
111,2.0,-73.9578,0.0,-0.29349376196389787,-0.1890263501778804,-0.8407422015861408,60
112,6.0,-73.94659,0.0,-0.29349376196389787,-0.1592507495963352,-0.5433779781090472,89
113,0.0,-73.98107,1.0,-0.11414862444007223,-0.1592507495963352,-0.5281285307512475,525
114,50.0,-73.94933,0.0,-0.29349376196389787,-0.1890263501778804,1.0959376128544176,83
115,21.0,-73.91805,0.0,-0.29349376196389787,-0.1890263501778804,-0.8483669252650407,42
116,4.0,-73.94202,0.0,-0.29349376196389787,-0.1592507495963352,-0.5738768728246465,85
117,12.0,-73.961,0.0,-0.233712049455956,-0.1592507495963352,1.3018051521847132,130
118,14.0,-73.99854,1.0,-0.35327547447183977,-0.1890263501778804,1.073063441817718,190
119,88.0,-73.89339,0.0,-0.29349376196389787,-0.12947514901479001,-0.2688879256686531,55
120,21.0,-73.92918,0.0,-0.29349376196389787,-0.1890263501778804,-0.8483669252650407,50
121,0.0,-73.97345,0.0,-0.35327547447183977,-0.1890263501778804,0.3410899686433338,111
122,21.0,-73.92957,0.0,0.18475993809963717,-0.1890263501778804,-0.8483669252650407,80
123,79.0,-73.86804,1.0,0.005414800575811527,-0.1890263501778804,-0.7721196884760423,40
124,50.0,-73.94761,0.0,-0.29349376196389787,-0.1890263501778804,-0.7949938595127417,150
125,23.0,-73.99229,1.0,-0.233712049455956,-0.1890263501778804,1.1188117838911171,700
126,8.0,-73.97397,1.0,1.3803941882584747,-0.1592507495963352,1.6449177177352057,195
127,6.0,-73.94427,0.0,-0.35327547447183977,-0.12947514901479001,1.5686704809462073,71
128,52.0,-73.99729,2.0,-0.11414862444007223,-0.1890263501778804,-0.1697665178429552,65
129,15.0,-73.9506,0.0,0.005414800575811527,-0.1890263501778804,1.9346572175333996,80
130,28.0,-73.95238,2.0,1.3803941882584747,-0.04014834727015449,1.393301836331511,45
131,4.0,-73.94838,1.0,-0.29349376196389787,-0.1890263501778804,-0.3451351624576514,135
132,23.0,-73.99192,1.0,-0.35327547447183977,-0.1890263501778804,-0.8483669252650407,170
133,22.0,-73.95248,1.0,-0.29349376196389787,-0.12947514901479001,1.0044409287076195,171
134,3.0,-73.96453,0.0,-0.233712049455956,-0.1890263501778804,-0.21551485991635422,175
135,112.0,-73.76711,1.0,-0.35327547447183977,-0.1592507495963352,1.4390501784049101,75
136,2.0,-73.94467,0.0,-0.35327547447183977,-0.1890263501778804,-0.8483669252650407,56
137,6.0,-73.94637,0.0,-0.35327547447183977,-0.12947514901479001,1.9270324938544996,140
138,8.0,-73.98043,1.0,1.3803941882584747,-0.04014834727015449,1.4466749020838099,275
139,19.0,-73.98216,0.0,0.005414800575811527,-0.1890263501778804,-0.2536384783108534,109
140,53.0,-73.94402,1.0,-0.35327547447183977,-0.1890263501778804,0.22671911345983625,90
141,6.0,-73.92268,1.0,-0.29349376196389787,-0.1890263501778804,-0.5815015965035464,120
142,6.0,-73.93933,2.0,-0.35327547447183977,0.2873832591268424,-0.20026541255855457,33
143,6.0,-73.93556,0.0,-0.35327547447183977,-0.1890263501778804,-0.505254359714548,100
144,6.0,-73.92856,1.0,-0.29349376196389787,-0.1890263501778804,-0.3985082282099503,155
145,72.0,-73.98908,1.0,-0.1739303369480141,-0.1890263501778804,-0.8026185831916416,100
146,31.0,-73.9021,0.0,-0.1739303369480141,-0.1890263501778804,-0.5891263201824462,70
147,52.0,-73.99811,1.0,-0.35327547447183977,-0.1890263501778804,0.9739420339920202,220
148,43.0,-73.89698,1.0,-0.233712049455956,-0.1890263501778804,0.2572180081754356,199
149,11.0,-74.00237,1.0,-0.233712049455956,-0.1890263501778804,1.5762952046251073,300
150,70.0,-73.99524,1.0,-0.29349376196389787,-0.1890263501778804,-0.8483669252650407,125
151,15.0,-73.94537,0.0,-0.11414862444007223,-0.1890263501778804,-0.8483669252650407,85
152,7.0,-73.99036,0.0,-0.233712049455956,-0.1890263501778804,-0.7797444121549421,125
153,47.0,-73.99331,1.0,-0.05436691193213035,-0.09969954843324484,-0.45188129396224913,495
154,12.0,-73.95332,1.0,-0.233712049455956,-0.1890263501778804,-0.8483669252650407,185
155,2.0,-73.95783,0.0,-0.29349376196389787,-0.12947514901479001,-0.7644949647971424,85
156,7.0,-73.9905,1.0,-0.11414862444007223,0.019402853892935865,-0.5205038070723477,199
157,91.0,-73.87636,0.0,-0.35327547447183977,-0.09969954843324484,1.7516638492398033,65
158,42.0,-74.00805,1.0,1.3803941882584747,2.371675299835005,1.9346572175333996,270
159,59.0,-73.8137,1.0,-0.29349376196389787,-0.1890263501778804,0.04372574516624019,142
160,2.0,-73.95313,1.0,-0.233712049455956,-0.1890263501778804,-0.8483669252650407,130
161,22.0,-73.96531,1.0,-0.29349376196389787,-0.1890263501778804,1.4238007310471106,275
162,12.0,-73.95828,0.0,-0.1739303369480141,-0.1890263501778804,-0.8483669252650407,50
163,6.0,-73.90852,0.0,0.005414800575811527,-0.1890263501778804,-0.8483669252650407,50
164,6.0,-73.93975,0.0,-0.29349376196389787,-0.1890263501778804,1.6601671650930054,90
165,15.0,-73.94551,1.0,-0.35327547447183977,-0.1592507495963352,1.2636815337902139,105
166,98.0,-73.95489,1.0,-0.11414862444007223,-0.1890263501778804,-0.04777093898055784,85
167,14.0,-73.98928,1.0,-0.1739303369480141,-0.1890263501778804,-0.8483669252650407,159
168,11.0,-74.00244,1.0,-0.29349376196389787,-0.06992394785169967,-0.24601375463195357,175
169,12.0,-73.95413,0.0,-0.1739303369480141,-0.1890263501778804,-0.8483669252650407,75
170,71.0,-74.00566,1.0,1.3803941882584747,2.371675299835005,1.1493106786067164,210
171,53.0,-73.9348,0.0,-0.35327547447183977,-0.1890263501778804,1.766913296597603,59
172,6.0,-73.9301,0.0,-0.35327547447183977,-0.12947514901479001,-0.3985082282099503,35
173,14.0,-74.00761,1.0,-0.233712049455956,-0.09969954843324484,0.8290722840929233,299
174,71.0,-74.01049,1.0,0.005414800575811527,-0.1890263501778804,0.5088338895791302,1000
175,38.0,-73.98335,1.0,-0.11414862444007223,-0.1890263501778804,-0.8483669252650407,200
176,15.0,-73.95254,1.0,0.005414800575811527,-0.1890263501778804,0.5088338895791302,75
177,6.0,-73.9471,0.0,-0.35327547447183977,-0.1592507495963352,-0.6729982806503444,100
178,54.0,-74.07868,0.0,-0.29349376196389787,-0.12947514901479001,1.6220435466985061,40
179,19.0,-73.98594,1.0,-0.233712049455956,-0.1890263501778804,-0.8483669252650407,200
180,6.0,-73.91107,1.0,-0.29349376196389787,-0.1890263501778804,-0.7416207937604429,119
181,7.0,-73.98554,2.0,-0.29349376196389787,-0.06992394785169967,0.5850811263681286,299
182,24.0,-73.96194,1.0,-0.233712049455956,-0.1890263501778804,-0.8026185831916416,69
183,7.0,-73.99697,0.0,0.005414800575811527,1.1806512765731978,1.8812841517811005,150
184,5.0,-73.97522,0.0,-0.233712049455956,-0.1592507495963352,-0.7721196884760423,119
185,7.0,-73.98971,1.0,2.277119875877603,0.13850525621911658,1.7821627439554029,160
186,12.0,-73.95581,1.0,-0.233712049455956,-0.1890263501778804,-0.8483669252650407,150
187,6.0,-73.93503,0.0,-0.29349376196389787,-0.1592507495963352,0.45546082382683134,60
188,26.0,-73.97962,1.0,0.4238867881314047,-0.1890263501778804,-0.8483669252650407,150
189,55.0,-73.92833,1.0,-0.1739303369480141,-0.1890263501778804,1.7974121913132024,130
190,21.0,-73.91219,0.0,1.3803941882584747,0.04917845447448105,-0.7949938595127417,38
191,6.0,-73.93344,1.0,-0.233712049455956,-0.1890263501778804,0.028476297808440517,183
192,25.0,-73.93676,0.0,-0.233712049455956,-0.1592507495963352,-0.5281285307512475,100
193,3.0,-73.96389,0.0,-0.29349376196389787,-0.12947514901479001,1.5762952046251073,89
194,28.0,-73.95353,1.0,-0.11414862444007223,-0.1890263501778804,-0.8483669252650407,100
195,42.0,-74.00912,1.0,1.3803941882584747,6.689137384159056,1.7287896782031038,248
196,48.0,-73.91431,0.0,-0.29349376196389787,-0.06992394785169967,1.8965335991389003,60
197,82.0,-73.81562,0.0,-0.1739303369480141,-0.1890263501778804,-0.1621417941640554,350
198,2.0,-73.95246,0.0,-0.233712049455956,-0.1890263501778804,-0.8483669252650407,172
199,44.0,-73.96618,1.0,-0.233712049455956,-0.1890263501778804,-0.8483669252650407,125
200,44.0,-73.95465,0.0,-0.35327547447183977,-0.1890263501778804,-0.23838903095305375,125
201,21.0,-73.92056,1.0,-0.35327547447183977,-0.1890263501778804,1.7059155071664045,231
202,12.0,-73.96443,1.0,-0.29349376196389787,-0.1592507495963352,1.6449177177352057,400
203,55.0,-73.91422,0.0,-0.11414862444007223,-0.1890263501778804,-0.5357532544301473,100
204,28.0,-73.94775,1.0,0.7825770631790558,-0.1890263501778804,-0.8483669252650407,120
205,1.0,-73.98233,1.0,-0.29349376196389787,-0.1890263501778804,0.9129442445608215,1000
206,14.0,-74.00423,1.0,-0.233712049455956,-0.1890263501778804,-0.8483669252650407,385
207,61.0,-73.99696,1.0,-0.29349376196389787,-0.1890263501778804,-0.5281285307512475,172
208,21.0,-73.9144,0.0,-0.29349376196389787,-0.1890263501778804,-0.8483669252650407,75
209,20.0,-73.95683,0.0,-0.35327547447183977,-0.1592507495963352,1.4847985204783092,75
210,14.0,-74.00032,1.0,0.18475993809963717,-0.1592507495963352,-0.10876872841175653,1731
211,20.0,-73.95226,1.0,-0.29349376196389787,-0.1592507495963352,0.11997298195523855,500
212,16.0,-73.98057,0.0,-0.29349376196389787,-0.1592507495963352,-0.8483669252650407,85
213,24.0,-73.96185,1.0,-0.29349376196389787,-0.1890263501778804,-0.8483669252650407,115
214,8.0,-73.96066,0.0,1.3803941882584747,0.7340172678500201,1.6982907834875045,60
215,3.0,-73.96717,0.0,-0.233712049455956,-0.1890263501778804,-0.8178680305494412,70
216,21.0,-73.92261,1.0,-0.1739303369480141,-0.1592507495963352,-0.3070115440631523,115
217,6.0,-73.95752,0.0,0.4836685006393465,0.1087296556375714,1.8507852570655012,40
218,25.0,-73.93647,1.0,-0.35327547447183977,-0.1890263501778804,-0.8483669252650407,120
219,20.0,-73.93921,1.0,-0.11414862444007223,-0.1890263501778804,-0.8483669252650407,120
220,6.0,-73.93849,1.0,-0.233712049455956,-0.1890263501778804,0.41733720543233216,100
221,21.0,-73.9175,0.0,1.3803941882584747,1.0615488742470172,0.8976947972030218,47
222,12.0,-73.95704,0.0,-0.29349376196389787,-0.1890263501778804,-0.7111218990448436,120
223,26.0,-73.98297,1.0,-0.35327547447183977,0.04917845447448105,1.3399287705792122,460
224,2.0,-73.93946,0.0,-0.35327547447183977,-0.1890263501778804,-0.505254359714548,51
225,91.0,-73.87915,1.0,-0.35327547447183977,-0.12947514901479001,-0.0020225969071588257,125
226,26.0,-73.97177,1.0,1.3206124757505329,2.6396557050689116,1.6144188230196064,187
227,60.0,-73.84946,1.0,-0.35327547447183977,-0.1890263501778804,-0.8483669252650407,100
228,23.0,-73.99181,1.0,-0.29349376196389787,-0.1592507495963352,1.7287896782031038,700
229,21.0,-73.93161,2.0,-0.35327547447183977,-0.1890263501778804,-0.8483669252650407,45
230,12.0,-73.95799,0.0,-0.29349376196389787,-0.1890263501778804,-0.8483669252650407,146
231,6.0,-73.94781,0.0,-0.29349376196389787,-0.1890263501778804,-0.8483669252650407,35
232,11.0,-74.00378,0.0,-0.233712049455956,-0.1890263501778804,0.9510678629553206,90
233,20.0,-73.95394,1.0,-0.1739303369480141,-0.1890263501778804,-0.1240181757695562,92
234,15.0,-73.95859,0.0,-0.35327547447183977,-0.1890263501778804,-0.8483669252650407,45
235,8.0,-73.97435,0.0,-0.233712049455956,-0.1890263501778804,0.8214475604140234,135
236,21.0,-73.912,1.0,-0.29349376196389787,-0.1890263501778804,-0.28413737302645276,105
237,28.0,-73.9667,1.0,0.4238867881314047,-0.12947514901479001,1.7440391255609036,225
238,102.0,-73.89553,0.0,-0.29349376196389787,-0.1890263501778804,1.2941804285058132,61
239,8.0,-73.97098,0.0,1.3803941882584747,-0.1890263501778804,1.9346572175333996,95
240,28.0,-73.95944,1.0,0.005414800575811527,-0.1890263501778804,-0.5128790833934478,169
241,43.0,-73.90132,1.0,-0.29349376196389787,-0.1890263501778804,-0.6653735569714445,150
242,20.0,-73.94679,0.0,-0.233712049455956,-0.1890263501778804,-0.8483669252650407,70
243,24.0,-73.96055,0.0,-0.29349376196389787,-0.1890263501778804,-0.13164289944845603,89
244,59.0,-73.81867,1.0,-0.35327547447183977,-0.1592507495963352,0.1733460477075374,150
245,9.0,-73.99574,1.0,-0.233712049455956,-0.1592507495963352,0.09709881091853904,160
246,6.0,-73.93951,0.0,-0.35327547447183977,-0.1890263501778804,-0.7416207937604429,45
247,23.0,-73.98814,1.0,-0.29349376196389787,-0.1890263501778804,0.6232047447626277,158
248,55.0,-73.91351,1.0,-0.1739303369480141,-0.1890263501778804,-0.8483669252650407,95
249,66.0,-73.98763,1.0,-0.29349376196389787,-0.1890263501778804,-0.7797444121549421,189
250,14.0,-73.99677,2.0,-0.35327547447183977,-0.1890263501778804,-0.1697665178429552,450
251,53.0,-73.94185,0.0,-0.233712049455956,-0.06992394785169967,1.1874342970012155,70
252,4.0,-73.93754,0.0,-0.35327547447183977,-0.1890263501778804,0.21146966610203657,75
253,14.0,-73.99575,1.0,-0.29349376196389787,-0.1890263501778804,-0.5662521491457467,89
254,12.0,-73.95207,1.0,-0.35327547447183977,-0.1890263501778804,-0.8483669252650407,180
255,14.0,-74.00067,1.0,1.3803941882584747,-0.1592507495963352,-0.3375104387787516,125
256,11.0,-74.00319,1.0,-0.11414862444007223,-0.1890263501778804,1.5152974151939085,325
257,42.0,-74.00856,1.0,1.3803941882584747,6.689137384159056,1.4695490731205094,325
258,55.0,-73.92382,0.0,1.3803941882584747,2.848084909139728,-0.8483669252650407,54
259,19.0,-73.98389,0.0,-0.29349376196389787,-0.1890263501778804,-0.8483669252650407,70
260,13.0,-73.97936,1.0,-0.29349376196389787,-0.1890263501778804,-0.8483669252650407,200
261,2.0,-73.95197,0.0,-0.29349376196389787,-0.1592507495963352,-0.32988571509985176,100
262,27.0,-74.00178,1.0,-0.233712049455956,-0.1890263501778804,-0.8483669252650407,185
263,76.0,-73.88216,0.0,-0.1739303369480141,-0.1592507495963352,0.4859597185424307,89
264,15.0,-73.95883,1.0,-0.1739303369480141,-0.1890263501778804,-0.6043757675402459,110
265,21.0,-73.91644,0.0,-0.29349376196389787,-0.12947514901479001,-0.7111218990448436,50
266,13.0,-73.98038,1.0,-0.233712049455956,-0.1890263501778804,-0.8483669252650407,150
267,8.0,-73.9764,1.0,-0.233712049455956,-0.1890263501778804,-0.8483669252650407,165
268,19.0,-73.99009,0.0,-0.233712049455956,-0.1890263501778804,-0.8254927542283411,150
269,9.0,-73.99107,1.0,-0.1739303369480141,-0.1890263501778804,-0.8483669252650407,300
270,6.0,-73.90899,0.0,0.005414800575811527,-0.1890263501778804,-0.8483669252650407,30
271,15.0,-73.95187,0.0,-0.35327547447183977,-0.1890263501778804,-0.8483669252650407,55
272,2.0,-73.95049,0.0,-0.35327547447183977,-0.1890263501778804,1.2865557048269134,75
273,6.0,-73.95811,1.0,-0.11414862444007223,-0.1890263501778804,-0.8483669252650407,245
274,21.0,-73.91492,0.0,-0.233712049455956,-0.1890263501778804,-0.36800933349435094,59
275,4.0,-73.94461,0.0,-0.11414862444007223,-0.1890263501778804,0.1504718766708379,79
276,93.0,-74.00722,0.0,-0.29349376196389787,0.07895405505602622,1.9346572175333996,50
277,21.0,-73.92568,0.0,-0.11414862444007223,-0.1890263501778804,-0.17739124152185504,75
278,108.0,-73.9104,1.0,4.967296938734988,-0.01037274668860931,0.8519464551296227,72
279,74.0,-73.87402,0.0,-0.29349376196389787,-0.1890263501778804,-0.8483669252650407,70
280,78.0,-73.76952,0.0,-0.35327547447183977,-0.12947514901479001,1.2026837443590153,55
281,1.0,-73.97287,0.0,-0.29349376196389787,-0.12947514901479001,1.1950590206801155,325
282,55.0,-73.91409,0.0,-0.35327547447183977,-0.1890263501778804,-0.8483669252650407,100
283,12.0,-73.94535,0.0,-0.233712049455956,-0.1890263501778804,-0.8483669252650407,140
284,28.0,-73.95293,0.0,-0.233712049455956,-0.1592507495963352,-0.8483669252650407,120
285,4.0,-73.94201,2.0,-0.29349376196389787,0.04917845447448105,-0.017272044264958496,49
286,2.0,-73.94288,1.0,-0.233712049455956,-0.1890263501778804,-0.7263713464026432,130
287,8.0,-73.96887,1.0,-0.233712049455956,-0.1890263501778804,-0.7492455174393428,175
288,19.0,-73.99054,0.0,-0.35327547447183977,-0.1890263501778804,-0.8483669252650407,85
289,16.0,-73.97925,1.0,-0.233712049455956,-0.1890263501778804,-0.8483669252650407,275
290,21.0,-73.91261,0.0,0.18475993809963717,-0.1592507495963352,-0.8483669252650407,45
291,89.0,-74.01801,1.0,-0.29349376196389787,-0.1890263501778804,-0.24601375463195357,200
292,2.0,-73.94942,1.0,-0.11414862444007223,-0.1592507495963352,1.683041336129705,229
293,88.0,-73.88908,0.0,-0.35327547447183977,-0.1890263501778804,0.23434383713873608,60
